record_id,station_id,user_name,start_time,end_time,duration_h,energy_kwh,unit_price,service_fee,cost,finished,payment_method
455,169,周九,2025-08-27 07:17:00,2025-08-27 13:17:00,6.90,670.47,1.23,0.46,1133.10,1,校园一卡通
456,478,朱磊,2025-04-04 13:20:00,2025-04-04 15:20:00,2.20,206.91,1.26,0.44,351.75,1,校园一卡通
457,315,郭伟,2025-08-15 11:21:00,2025-08-15 13:21:00,2.20,227.30,1.21,0.68,429.60,1,银行卡
458,939,王二,2025-03-16 17:55:00,2025-03-16 23:55:00,6.70,261.37,1.38,0.54,501.82,1,银行卡
459,506,陈大,2024-12-18 21:13:00,2024-12-18 05:13:00,8.20,833.53,0.88,0.56,1200.28,1,支付宝
460,731,黄明,2025-02-21 07:23:00,2025-02-21 09:23:00,2.50,286.65,0.82,0.66,424.24,1,校园一卡通
461,820,李四,2025-08-23 07:45:00,2025-08-23 08:45:00,1.90,67.83,1.21,0.47,113.95,1,支付宝
462,425,杨帆,2025-10-03 14:13:00,2025-10-03 16:13:00,2.10,158.42,1.17,0.35,240.80,1,微信
463,427,王二,2025-09-21 13:36:00,2025-09-21 18:36:00,5.40,789.26,0.81,0.67,1168.11,1,银行卡
464,24,钱七,2024-12-26 03:50:00,2024-12-26 04:50:00,1.60,152.64,0.97,0.68,251.86,1,银行卡
465,824,高峰,2024-03-01 08:54:00,2024-03-01 12:54:00,4.10,253.87,0.94,0.62,396.04,1,银行卡
466,81,王五,2025-07-25 22:29:00,2025-07-25 06:29:00,8.30,901.71,1.44,0.56,1803.42,1,支付宝
467,902,陈大,2024-08-23 09:55:00,2024-08-23 15:55:00,6.40,577.34,1.09,0.55,946.84,1,微信
468,604,高峰,2025-01-14 10:50:00,2025-01-14 11:50:00,1.20,49.07,1.48,0.62,103.04,1,银行卡
469,117,王二,2025-10-10 05:57:00,2025-10-10 05:57:00,0.90,31.88,1.22,0.60,58.02,1,校园一卡通
470,205,林小,2024-06-23 09:50:00,2024-06-23 13:50:00,4.90,627.20,1.27,0.63,1191.68,1,银行卡
471,952,孙八,2024-10-02 08:38:00,2024-10-02 11:38:00,3.30,252.65,1.37,0.56,487.61,1,银行卡
472,561,赵六,2025-07-05 07:28:00,2025-07-05 09:28:00,2.00,181.72,1.35,0.58,350.72,1,支付宝
473,241,郭伟,2025-10-23 12:00:00,2025-10-23 12:00:00,0.60,63.47,1.32,0.63,123.76,1,银行卡
474,969,胡涛,2025-05-02 21:44:00,2025-05-02 23:44:00,2.30,233.15,1.53,0.50,473.30,1,支付宝
475,307,林小,2024-10-11 20:26:00,2024-10-11 23:26:00,3.00,276.48,0.85,0.47,364.95,1,银行卡
476,342,郑一,2024-12-28 17:23:00,2024-12-28 23:23:00,6.70,478.25,0.92,0.53,693.46,1,微信
477,352,孙八,2024-10-10 04:55:00,2024-10-10 04:55:00,0.70,39.12,1.16,0.57,67.68,1,银行卡
478,373,王二,2025-02-24 11:15:00,2025-02-24 14:15:00,3.50,91.35,1.52,0.56,190.01,1,银行卡
479,476,高峰,2025-07-04 19:09:00,2025-07-04 23:09:00,4.90,433.55,1.31,0.56,810.74,1,校园一卡通
480,517,林小,2025-07-23 03:16:00,2025-07-23 08:16:00,5.30,327.22,0.87,0.33,392.67,1,校园一卡通
481,417,王五,2024-10-20 03:51:00,2024-10-20 10:51:00,7.20,740.30,1.37,0.57,1436.19,0,支付宝
482,974,黄明,2024-03-12 10:51:00,2024-03-12 13:51:00,3.50,449.08,0.92,0.69,723.03,1,支付宝
483,60,李四,2025-08-04 07:30:00,2025-08-04 12:30:00,5.40,829.66,1.41,0.52,1601.24,1,银行卡
484,252,王五,2025-06-01 13:30:00,2025-06-01 19:30:00,6.30,614.25,0.97,0.68,1013.51,1,银行卡
485,192,高峰,2025-08-24 07:49:00,2025-08-24 09:49:00,2.50,292.60,1.00,0.57,459.38,1,银行卡
486,28,钱七,2024-07-07 17:56:00,2024-07-07 23:56:00,6.20,547.40,0.86,0.41,695.20,1,微信
487,17,孙八,2025-06-19 00:11:00,2025-06-19 08:11:00,8.00,306.00,1.58,0.30,575.28,1,校园一卡通
488,37,黄明,2024-12-09 03:42:00,2024-12-09 05:42:00,2.20,153.45,1.04,0.62,254.73,1,微信
489,219,刘强,2025-01-19 15:06:00,2025-01-19 19:06:00,4.40,589.38,1.08,0.32,825.13,1,银行卡
490,875,郑一,2024-08-27 14:26:00,2024-08-27 19:26:00,5.80,488.59,0.95,0.39,654.71,1,微信
491,932,杨帆,2024-07-12 23:25:00,2024-07-12 02:25:00,3.60,325.87,1.34,0.64,645.23,1,校园一卡通
492,120,胡涛,2024-09-04 11:06:00,2024-09-04 17:06:00,6.80,652.26,1.40,0.45,1206.67,0,校园一卡通
493,695,陈大,2025-03-24 16:03:00,2025-03-24 21:03:00,5.60,543.31,1.39,0.63,1097.49,1,支付宝
494,276,林小,2025-01-21 12:00:00,2025-01-21 14:00:00,2.00,223.56,0.81,0.38,266.04,1,校园一卡通
495,706,陈大,2025-03-13 03:49:00,2025-03-13 05:49:00,2.60,455.60,0.88,0.61,678.84,1,支付宝
496,118,王二,2024-11-04 09:12:00,2024-11-04 09:12:00,0.90,136.93,0.81,0.58,190.34,1,银行卡
497,122,王二,2024-11-04 11:15:00,2024-11-04 15:15:00,4.20,320.17,1.58,0.30,601.91,0,支付宝
498,451,郑一,2024-03-24 14:54:00,2024-03-24 18:54:00,4.60,457.06,0.90,0.65,708.44,1,微信
499,949,高峰,2024-01-12 22:48:00,2024-01-12 23:48:00,1.70,177.23,1.09,0.46,274.70,1,校园一卡通
500,342,李四,2025-02-05 13:46:00,2025-02-05 15:46:00,2.20,209.09,0.81,0.59,292.72,1,微信
501,904,杨帆,2024-06-25 04:19:00,2024-06-25 10:19:00,6.50,171.27,1.50,0.39,323.71,1,校园一卡通
502,912,李四,2024-10-27 23:37:00,2024-10-27 03:37:00,4.20,262.42,1.11,0.40,396.25,1,支付宝
503,235,李四,2024-08-22 07:49:00,2024-08-22 12:49:00,5.80,770.70,1.45,0.39,1418.10,1,支付宝
504,514,胡涛,2024-06-12 17:06:00,2024-06-12 22:06:00,5.00,440.70,1.37,0.57,854.96,0,微信
505,961,郑一,2025-09-24 03:23:00,2025-09-24 10:23:00,7.90,303.36,0.91,0.39,394.37,1,校园一卡通
506,464,陈大,2025-04-02 13:20:00,2025-04-02 21:20:00,8.20,1025.49,1.00,0.46,1497.22,1,银行卡
507,612,李四,2024-01-10 23:15:00,2024-01-10 06:15:00,7.40,768.71,1.31,0.58,1452.87,1,校园一卡通
508,600,张三,2025-03-02 05:37:00,2025-03-02 05:37:00,0.70,103.95,1.54,0.65,227.65,1,银行卡
509,672,孙八,2025-07-17 21:32:00,2025-07-17 22:32:00,1.30,147.26,1.34,0.66,294.53,1,校园一卡通
510,84,李四,2024-06-22 07:23:00,2024-06-22 12:23:00,5.00,226.95,1.51,0.35,422.13,1,支付宝
511,749,王五,2025-05-12 14:54:00,2025-05-12 15:54:00,1.10,53.22,1.52,0.65,115.48,1,支付宝
512,332,郭伟,2025-01-16 13:02:00,2025-01-16 21:02:00,8.30,444.88,1.20,0.54,774.09,0,支付宝
513,219,高峰,2025-04-04 09:43:00,2025-04-04 14:43:00,5.40,787.97,1.32,0.54,1465.62,1,支付宝
514,487,李四,2025-12-16 12:38:00,2025-12-16 14:38:00,2.60,60.45,1.00,0.42,85.84,1,微信
515,946,张三,2025-05-28 21:19:00,2025-05-28 21:19:00,0.90,71.28,1.51,0.38,134.72,1,微信
516,691,钱七,2024-10-15 08:26:00,2024-10-15 09:26:00,1.00,127.82,1.40,0.35,223.68,1,支付宝
517,567,高峰,2025-06-25 21:09:00,2025-06-25 21:09:00,0.90,52.40,1.52,0.61,111.61,1,微信
518,434,王五,2024-12-24 13:25:00,2024-12-24 20:25:00,7.80,590.15,0.80,0.58,814.40,1,校园一卡通
519,229,杨帆,2025-09-03 04:47:00,2025-09-03 09:47:00,5.50,465.30,1.55,0.52,963.17,1,支付宝
520,87,杨帆,2025-09-06 17:07:00,2025-09-06 21:07:00,4.80,264.96,1.47,0.59,545.82,1,支付宝
521,315,钱七,2024-07-26 01:04:00,2024-07-26 01:04:00,0.90,98.83,0.88,0.53,139.35,0,支付宝
522,417,孙八,2025-08-12 16:23:00,2025-08-12 20:23:00,4.00,192.64,1.13,0.48,310.15,1,支付宝
523,794,周九,2024-10-07 12:03:00,2024-10-07 17:03:00,5.80,502.69,1.34,0.45,899.81,1,校园一卡通
524,575,郑一,2024-11-21 07:00:00,2024-11-21 15:00:00,8.20,397.78,0.94,0.59,608.61,1,微信
525,242,周九,2025-10-01 16:10:00,2025-10-01 22:10:00,6.20,230.89,1.08,0.34,327.86,1,微信
526,229,周九,2025-06-04 13:49:00,2025-06-04 14:49:00,1.80,115.18,0.98,0.49,169.32,1,银行卡
527,454,何勇,2024-05-21 11:20:00,2024-05-21 15:20:00,4.30,257.74,1.38,0.53,492.29,1,校园一卡通
528,918,朱磊,2025-09-19 23:09:00,2025-09-19 05:09:00,6.00,368.52,1.47,0.53,737.04,1,银行卡
529,124,李四,2024-03-02 13:27:00,2024-03-02 16:27:00,3.50,483.63,1.01,0.32,643.23,1,银行卡
530,2,黄明,2025-05-09 11:31:00,2025-05-09 18:31:00,7.90,982.84,0.98,0.50,1454.60,1,微信
531,337,赵六,2024-02-08 21:33:00,2024-02-08 21:33:00,0.70,33.20,1.13,0.51,54.45,1,支付宝
532,834,胡涛,2024-06-05 23:58:00,2024-06-05 05:58:00,6.60,225.72,1.21,0.61,410.81,1,银行卡
533,252,何勇,2024-02-27 02:49:00,2024-02-27 07:49:00,5.60,724.42,1.46,0.60,1492.30,1,银行卡
534,809,刘强,2024-12-01 10:36:00,2024-12-01 15:36:00,5.00,762.30,1.15,0.65,1372.14,1,微信
535,841,郭伟,2025-11-02 07:34:00,2025-11-02 13:34:00,6.40,286.27,1.00,0.37,392.19,1,银行卡
536,181,吴十,2024-11-28 03:15:00,2024-11-28 08:15:00,5.80,155.79,1.57,0.37,302.23,1,校园一卡通
537,961,赵六,2025-09-13 16:12:00,2025-09-13 17:12:00,1.70,79.76,0.90,0.66,124.43,1,校园一卡通
538,357,刘强,2024-08-03 00:28:00,2024-08-03 05:28:00,5.10,674.42,1.57,0.59,1456.76,1,微信
539,376,杨帆,2024-12-27 21:21:00,2024-12-27 23:21:00,2.70,74.30,1.01,0.42,106.25,1,银行卡
540,93,孙八,2025-04-14 02:35:00,2025-04-14 03:35:00,1.30,51.17,1.13,0.34,75.22,1,支付宝
541,967,李四,2024-05-04 20:13:00,2024-05-04 23:13:00,3.50,401.94,1.19,0.54,695.36,0,校园一卡通
542,480,何勇,2025-09-18 07:03:00,2025-09-18 14:03:00,7.90,1043.27,1.39,0.39,1857.03,1,微信
543,115,钱七,2024-04-16 11:49:00,2024-04-16 12:49:00,1.70,168.57,1.04,0.64,283.20,1,银行卡
544,661,钱七,2024-02-01 07:23:00,2024-02-01 13:23:00,6.00,406.56,1.38,0.39,719.61,0,校园一卡通
545,245,吴十,2025-11-04 05:21:00,2025-11-04 12:21:00,7.50,659.85,1.03,0.69,1134.94,1,校园一卡通
546,790,钱七,2024-03-09 11:20:00,2024-03-09 11:20:00,0.60,70.49,1.54,0.63,152.96,1,微信
547,395,何勇,2025-02-28 21:38:00,2025-02-28 01:38:00,4.90,433.16,0.83,0.54,593.43,1,支付宝
548,868,黄明,2025-05-21 10:49:00,2025-05-21 10:49:00,0.70,66.82,1.12,0.47,106.25,1,银行卡
549,703,吴十,2024-05-28 02:22:00,2024-05-28 04:22:00,2.50,399.35,1.39,0.51,758.77,1,微信
550,430,张三,2024-11-26 14:13:00,2024-11-26 18:13:00,4.50,446.31,1.27,0.36,727.49,1,银行卡
551,822,林小,2024-11-10 10:25:00,2024-11-10 14:25:00,4.30,440.11,1.32,0.41,761.38,1,支付宝
552,707,陈大,2024-09-01 23:28:00,2024-09-01 02:28:00,3.70,493.73,0.95,0.45,691.22,1,银行卡
553,412,何勇,2024-08-01 09:43:00,2024-08-01 13:43:00,4.60,412.53,1.22,0.45,688.92,1,银行卡
554,549,赵六,2024-01-01 06:16:00,2024-01-01 11:16:00,5.90,537.96,1.44,0.49,1038.27,1,校园一卡通
555,5,王二,2024-09-24 02:02:00,2024-09-24 04:02:00,2.00,223.44,1.06,0.65,382.08,1,支付宝
556,993,杨帆,2024-12-11 12:21:00,2024-12-11 20:21:00,8.20,348.50,1.22,0.38,557.60,1,银行卡
557,702,何勇,2025-06-02 15:42:00,2025-06-02 18:42:00,3.60,473.47,1.41,0.62,961.15,1,微信
558,549,杨帆,2025-06-08 03:06:00,2025-06-08 04:06:00,1.50,99.96,1.05,0.68,172.93,1,支付宝
559,781,何勇,2024-04-16 06:55:00,2024-04-16 06:55:00,0.70,72.45,1.20,0.35,112.30,1,银行卡
560,905,朱磊,2025-12-23 05:54:00,2025-12-23 06:54:00,1.00,119.04,1.01,0.60,191.65,1,银行卡
561,431,孙八,2025-04-23 04:23:00,2025-04-23 10:23:00,6.90,330.17,0.83,0.53,449.02,0,支付宝
562,816,孙八,2024-10-11 20:15:00,2024-10-11 03:15:00,7.00,349.86,0.86,0.43,451.32,1,微信
563,841,朱磊,2024-11-15 06:37:00,2024-11-15 10:37:00,4.80,591.84,0.87,0.30,692.45,1,支付宝
564,608,郑一,2024-04-07 18:01:00,2024-04-07 02:01:00,8.00,450.24,1.37,0.59,882.47,0,微信
565,192,李四,2024-07-12 21:01:00,2024-07-12 22:01:00,1.70,194.92,1.24,0.67,372.30,1,微信
566,24,林小,2025-08-27 09:13:00,2025-08-27 16:13:00,7.10,389.15,1.57,0.59,840.57,1,校园一卡通
567,444,赵六,2024-02-16 10:16:00,2024-02-16 14:16:00,4.90,819.87,1.15,0.32,1205.21,1,支付宝
568,138,吴十,2025-06-10 05:03:00,2025-06-10 06:03:00,1.20,138.02,0.98,0.53,208.42,1,银行卡
569,474,黄明,2024-01-25 03:33:00,2024-01-25 10:33:00,7.40,1004.33,0.80,0.39,1195.15,1,支付宝
570,593,何勇,2025-03-26 01:22:00,2025-03-26 06:22:00,5.80,221.68,1.31,0.64,432.27,1,银行卡
571,241,赵六,2024-07-05 12:29:00,2024-07-05 19:29:00,7.90,942.86,1.39,0.57,1848.02,1,微信
572,908,黄明,2024-07-26 22:11:00,2024-07-26 22:11:00,0.60,78.66,1.46,0.47,151.81,1,支付宝
573,903,钱七,2024-06-14 09:52:00,2024-06-14 09:52:00,0.90,30.57,0.87,0.67,47.08,0,支付宝
574,19,王二,2024-05-07 03:09:00,2024-05-07 05:09:00,2.60,104.00,1.48,0.58,214.24,1,微信
575,413,郭伟,2025-11-02 03:57:00,2025-11-02 11:57:00,8.40,228.48,1.47,0.45,438.68,1,微信
576,945,黄明,2024-08-24 17:47:00,2024-08-24 23:47:00,6.20,236.96,1.41,0.52,457.34,1,银行卡
577,56,高峰,2024-06-11 08:20:00,2024-06-11 15:20:00,7.30,608.97,1.13,0.47,974.35,0,微信
578,155,朱磊,2024-01-16 22:34:00,2024-01-16 02:34:00,4.00,603.52,1.10,0.36,881.14,1,微信
579,609,赵六,2025-08-19 00:14:00,2025-08-19 07:14:00,7.60,281.58,0.84,0.36,337.90,1,微信
580,199,王二,2025-02-09 21:40:00,2025-02-09 23:40:00,2.20,114.58,1.41,0.31,197.07,1,银行卡
581,359,周九,2024-08-07 05:40:00,2024-08-07 09:40:00,4.10,634.84,1.25,0.51,1117.33,1,银行卡
582,32,黄明,2024-12-05 20:28:00,2024-12-05 03:28:00,7.40,821.40,1.00,0.54,1264.96,1,银行卡
583,659,钱七,2024-06-04 02:43:00,2024-06-04 07:43:00,5.80,221.33,1.04,0.44,327.57,1,校园一卡通
584,433,何勇,2025-08-17 21:32:00,2025-08-17 03:32:00,6.80,1180.68,1.09,0.43,1794.64,0,校园一卡通
585,628,高峰,2024-10-10 23:15:00,2024-10-10 05:15:00,6.00,839.04,1.00,0.47,1233.39,1,支付宝
586,336,周九,2025-09-12 16:45:00,2025-09-12 18:45:00,2.20,61.95,1.25,0.42,103.46,1,支付宝
587,396,朱磊,2025-01-13 11:46:00,2025-01-13 19:46:00,8.30,876.48,0.97,0.35,1156.95,1,银行卡
588,189,郭伟,2025-06-27 01:29:00,2025-06-27 09:29:00,8.30,399.98,0.96,0.37,531.97,1,校园一卡通
589,626,王二,2025-10-01 11:12:00,2025-10-01 13:12:00,2.60,168.92,1.09,0.69,300.68,1,校园一卡通
590,883,吴十,2025-07-10 06:03:00,2025-07-10 08:03:00,2.50,83.85,1.32,0.40,144.22,1,微信
591,185,刘强,2025-07-22 02:12:00,2025-07-22 05:12:00,3.20,184.32,1.29,0.31,294.91,1,微信
592,405,郑一,2025-02-13 04:10:00,2025-02-13 12:10:00,8.10,1012.10,0.89,0.55,1457.42,1,银行卡
593,329,钱七,2025-09-19 02:29:00,2025-09-19 03:29:00,1.50,189.74,1.04,0.67,324.45,1,校园一卡通
594,821,朱磊,2025-04-14 09:06:00,2025-04-14 12:06:00,3.60,138.74,1.04,0.68,238.64,0,微信
595,853,王五,2024-01-18 18:25:00,2024-01-18 22:25:00,4.60,671.97,0.81,0.64,974.35,1,校园一卡通
596,273,郭伟,2024-04-17 21:35:00,2024-04-17 22:35:00,1.70,248.68,1.30,0.37,415.29,1,校园一卡通
597,908,郑一,2024-08-08 15:45:00,2024-08-08 22:45:00,7.30,236.08,1.50,0.44,458.00,1,校园一卡通
598,766,王二,2025-10-23 13:18:00,2025-10-23 18:18:00,5.90,556.49,0.92,0.61,851.43,1,校园一卡通
599,635,郭伟,2025-01-10 00:35:00,2025-01-10 06:35:00,6.30,798.53,1.24,0.58,1453.32,1,校园一卡通
600,345,胡涛,2024-07-21 15:51:00,2024-07-21 19:51:00,4.00,380.24,1.04,0.57,612.19,1,银行卡
601,347,李四,2025-04-04 12:04:00,2025-04-04 13:04:00,1.20,67.31,0.93,0.54,98.94,1,支付宝
602,195,朱磊,2024-12-17 13:52:00,2024-12-17 20:52:00,7.10,598.39,1.18,0.69,1118.99,1,微信
603,694,周九,2024-07-05 15:02:00,2024-07-05 22:02:00,7.20,265.68,0.99,0.30,342.73,1,校园一卡通
604,285,胡涛,2024-09-20 11:11:00,2024-09-20 17:11:00,6.50,785.46,1.40,0.48,1476.66,1,微信
605,992,林小,2025-04-23 05:25:00,2025-04-23 08:25:00,3.20,393.98,0.87,0.35,480.66,1,微信
606,772,王二,2024-08-01 03:27:00,2024-08-01 05:27:00,2.00,71.00,1.30,0.54,130.64,1,校园一卡通
607,259,陈大,2025-02-20 13:43:00,2025-02-20 21:43:00,8.30,880.96,0.90,0.65,1365.49,1,支付宝
608,935,何勇,2025-01-12 12:54:00,2025-01-12 19:54:00,7.50,519.75,1.14,0.37,784.82,1,微信
609,827,郭伟,2025-09-13 17:05:00,2025-09-13 00:05:00,7.90,245.06,1.14,0.66,441.10,0,校园一卡通
610,934,钱七,2024-08-15 06:43:00,2024-08-15 12:43:00,6.50,441.35,1.26,0.42,741.47,1,微信
611,939,黄明,2024-05-25 12:15:00,2024-05-25 16:15:00,4.40,127.78,0.87,0.65,194.22,1,支付宝
612,789,吴十,2024-09-15 08:26:00,2024-09-15 08:26:00,0.80,55.73,1.15,0.35,83.59,0,银行卡
613,375,张三,2025-07-17 22:04:00,2025-07-17 00:04:00,2.50,353.77,1.43,0.46,668.63,1,校园一卡通
614,177,刘强,2024-07-06 05:07:00,2024-07-06 07:07:00,2.10,182.28,0.94,0.64,288.00,1,支付宝
615,756,吴十,2025-05-10 04:19:00,2025-05-10 04:19:00,0.60,34.60,1.20,0.53,59.86,0,微信
616,649,胡涛,2025-08-11 12:03:00,2025-08-11 18:03:00,6.20,550.56,0.92,0.30,671.68,1,支付宝
617,5,钱七,2025-12-27 03:17:00,2025-12-27 09:17:00,6.60,458.83,1.49,0.35,844.25,1,银行卡
618,761,何勇,2024-08-20 15:24:00,2024-08-20 20:24:00,5.40,324.76,1.35,0.35,552.09,0,校园一卡通
619,111,钱七,2024-04-17 22:11:00,2024-04-17 03:11:00,5.40,341.23,1.23,0.43,566.44,0,微信
620,363,杨帆,2025-07-07 22:05:00,2025-07-07 02:05:00,4.00,567.84,1.58,0.57,1220.86,1,支付宝
621,719,朱磊,2025-06-12 22:59:00,2025-06-12 23:59:00,1.70,159.88,1.09,0.54,260.61,1,微信
622,727,王五,2025-07-09 12:46:00,2025-07-09 17:46:00,5.00,702.00,1.49,0.44,1354.86,1,微信
623,242,钱七,2024-06-19 09:14:00,2024-06-19 15:14:00,6.90,898.79,1.17,0.34,1357.18,1,微信
624,436,王五,2024-10-27 02:17:00,2024-10-27 03:17:00,1.90,297.16,0.94,0.54,439.80,1,校园一卡通
625,420,吴十,2024-02-23 06:24:00,2024-02-23 09:24:00,3.30,83.03,1.49,0.68,180.17,1,校园一卡通
626,559,吴十,2025-05-07 11:52:00,2025-05-07 16:52:00,5.60,397.82,1.35,0.53,747.91,1,微信
627,917,黄明,2024-06-20 00:15:00,2024-06-20 04:15:00,4.80,610.94,1.10,0.64,1063.04,1,校园一卡通
628,891,黄明,2025-02-01 16:24:00,2025-02-01 17:24:00,1.90,283.56,1.01,0.59,453.69,1,支付宝
629,665,杨帆,2024-09-20 16:44:00,2024-09-20 17:44:00,1.80,153.74,1.59,0.48,318.24,1,支付宝
630,394,郭伟,2025-11-20 20:03:00,2025-11-20 23:03:00,3.00,405.72,1.44,0.55,807.38,1,银行卡
631,622,陈大,2025-12-03 15:55:00,2025-12-03 20:55:00,5.70,410.91,1.13,0.58,702.66,1,银行卡
632,610,周九,2024-07-01 10:54:00,2024-07-01 14:54:00,4.60,404.98,1.28,0.41,684.42,1,支付宝
633,275,陈大,2024-09-15 20:53:00,2024-09-15 23:53:00,3.80,359.10,0.82,0.47,463.24,1,微信
634,35,何勇,2025-04-26 14:21:00,2025-04-26 19:21:00,5.80,454.72,1.03,0.43,663.89,1,银行卡
635,71,孙八,2025-06-24 03:00:00,2025-06-24 09:00:00,6.90,586.85,1.27,0.66,1132.61,1,支付宝
636,616,孙八,2024-01-04 09:47:00,2024-01-04 16:47:00,7.80,473.93,1.11,0.54,781.98,1,微信
637,360,胡涛,2025-07-11 14:58:00,2025-07-11 14:58:00,0.60,60.02,0.86,0.53,83.43,1,校园一卡通
638,427,周九,2025-01-24 00:36:00,2025-01-24 04:36:00,4.30,137.26,0.86,0.66,208.63,1,校园一卡通
639,957,周九,2024-01-21 09:17:00,2024-01-21 10:17:00,1.40,97.02,1.23,0.66,183.37,1,支付宝
640,71,张三,2024-09-02 15:05:00,2024-09-02 20:05:00,5.00,739.35,1.35,0.66,1486.09,1,校园一卡通
641,118,朱磊,2025-04-18 00:26:00,2025-04-18 04:26:00,4.50,182.25,1.38,0.40,324.40,1,微信
642,632,吴十,2024-10-21 09:07:00,2024-10-21 12:07:00,3.20,431.20,1.56,0.55,909.83,1,微信
643,586,吴十,2025-11-26 03:21:00,2025-11-26 09:21:00,6.40,598.02,1.10,0.68,1064.47,1,支付宝
644,588,杨帆,2025-11-13 04:07:00,2025-11-13 08:07:00,4.40,314.34,0.82,0.44,396.06,1,校园一卡通
645,744,刘强,2024-10-22 05:01:00,2024-10-22 12:01:00,7.40,291.26,1.28,0.58,541.75,1,支付宝
646,648,胡涛,2025-05-27 19:09:00,2025-05-27 01:09:00,6.20,1026.72,1.56,0.34,1950.77,1,支付宝
647,746,何勇,2024-01-19 01:28:00,2024-01-19 02:28:00,1.40,127.01,0.82,0.68,190.51,1,银行卡
648,588,吴十,2025-11-06 19:58:00,2025-11-06 22:58:00,3.30,330.33,1.24,0.36,528.53,1,校园一卡通
649,198,林小,2025-02-27 22:44:00,2025-02-27 06:44:00,8.00,917.60,1.09,0.50,1458.98,1,银行卡
650,656,赵六,2025-12-22 01:03:00,2025-12-22 03:03:00,2.90,412.09,1.42,0.69,869.51,1,银行卡
651,983,刘强,2024-12-20 12:42:00,2024-12-20 18:42:00,6.10,400.53,1.20,0.50,680.89,1,银行卡
652,28,郑一,2024-06-17 03:36:00,2024-06-17 09:36:00,6.20,906.19,1.34,0.64,1794.26,1,银行卡
653,67,黄明,2025-10-02 07:35:00,2025-10-02 09:35:00,2.40,261.00,0.91,0.49,365.40,1,微信
654,961,刘强,2025-10-09 07:45:00,2025-10-09 12:45:00,5.70,258.55,1.08,0.56,424.03,1,微信
655,446,孙八,2024-10-04 19:29:00,2024-10-04 02:29:00,7.00,880.11,1.16,0.34,1320.17,1,校园一卡通
656,558,王二,2024-05-23 01:07:00,2024-05-23 08:07:00,7.90,912.45,1.49,0.34,1669.78,1,微信
657,223,胡涛,2024-07-22 16:40:00,2024-07-22 21:40:00,5.90,315.95,1.53,0.39,606.61,1,支付宝
658,496,郑一,2024-12-17 01:18:00,2024-12-17 09:18:00,8.20,827.05,1.48,0.63,1745.08,1,支付宝
659,657,周九,2025-12-25 00:42:00,2025-12-25 03:42:00,3.80,159.60,1.26,0.38,261.74,1,银行卡
660,840,胡涛,2025-03-23 19:09:00,2025-03-23 23:09:00,4.00,647.96,0.97,0.62,1030.26,1,微信
661,413,高峰,2025-10-11 06:39:00,2025-10-11 08:39:00,2.60,315.54,1.52,0.46,624.76,1,支付宝
662,884,周九,2025-02-27 08:58:00,2025-02-27 12:58:00,4.60,129.03,1.22,0.65,241.29,1,银行卡
663,694,何勇,2024-07-16 17:57:00,2024-07-16 23:57:00,6.30,378.88,1.14,0.49,617.58,0,微信
664,126,王五,2025-09-06 05:40:00,2025-09-06 09:40:00,4.70,550.04,0.89,0.38,698.55,1,支付宝
665,877,李四,2025-09-28 02:18:00,2025-09-28 06:18:00,4.10,251.66,1.26,0.51,445.43,1,支付宝
666,673,周九,2024-09-28 18:54:00,2024-09-28 00:54:00,6.80,296.55,0.85,0.65,444.82,1,支付宝
667,397,郑一,2025-02-07 09:47:00,2025-02-07 11:47:00,2.20,85.54,0.94,0.52,124.88,1,支付宝
668,606,高峰,2025-07-12 22:33:00,2025-07-12 02:33:00,4.60,787.84,1.07,0.40,1158.13,1,微信
669,289,李四,2024-09-19 23:29:00,2024-09-19 05:29:00,6.10,410.10,1.00,0.34,549.54,1,校园一卡通
670,825,郑一,2024-01-25 17:28:00,2024-01-25 23:28:00,6.50,687.63,1.11,0.31,976.44,1,校园一卡通
671,428,孙八,2025-09-25 23:05:00,2025-09-25 23:05:00,0.50,14.40,0.88,0.66,22.18,1,银行卡
672,873,胡涛,2024-02-24 18:59:00,2024-02-24 23:59:00,5.10,286.88,1.11,0.36,421.71,1,银行卡
673,641,李四,2024-03-22 22:41:00,2024-03-22 03:41:00,5.20,146.22,0.90,0.49,203.25,0,校园一卡通
674,135,周九,2025-11-23 17:54:00,2025-11-23 20:54:00,3.80,363.24,1.03,0.69,624.78,1,支付宝
675,132,何勇,2024-01-07 20:41:00,2024-01-07 22:41:00,2.50,302.33,0.88,0.61,450.46,1,校园一卡通
676,167,高峰,2024-10-25 23:55:00,2024-10-25 02:55:00,3.40,135.18,1.39,0.65,275.78,0,微信
677,841,王五,2025-06-18 03:39:00,2025-06-18 10:39:00,7.50,339.45,0.80,0.57,465.05,1,银行卡
678,381,朱磊,2025-05-10 05:22:00,2025-05-10 10:22:00,5.40,349.81,0.97,0.68,577.19,1,银行卡
679,643,胡涛,2025-12-07 08:02:00,2025-12-07 13:02:00,5.10,159.88,1.20,0.33,244.62,1,微信
680,633,吴十,2025-08-06 10:08:00,2025-08-06 11:08:00,1.50,192.21,1.26,0.31,301.77,1,支付宝
681,15,杨帆,2025-01-19 15:20:00,2025-01-19 17:20:00,2.30,109.25,1.40,0.67,226.15,1,微信
682,6,周九,2024-03-20 16:01:00,2024-03-20 23:01:00,7.30,1155.15,1.46,0.31,2044.62,1,微信
